Identifiant de l'élément,Nom base français,Nom base anglais,Nom attribut français,Nom attribut anglais,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Unité français,Unité anglais,Source,Date de création,Date de modification,Période de validité,Incertitude,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Total poste non décomposé
41396,Agneau,Lamb,épaule,shoulder,"maigre, rôtie/cuite au four","lean, roasted/baked","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes cuites","Agneau,Agribalyse,viandes cuites","Agribalyse,Lamb,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,41.7
41397,Agneau,Lamb,épaule,shoulder,rôtie/cuite au four,roasted/baked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes cuites","Agneau,Agribalyse,viandes cuites","Agribalyse,Lamb,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,41.7
41398,Agneau,Lamb,gigot,leg,braisé,braised,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agneau,Agribalyse,viandes cuites","Agribalyse,Lamb,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,52.2
41399,Agneau,Lamb,gigot,leg,cru,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agneau,Agribalyse,viandes crues","Agribalyse,Lamb,viandes crues",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,41.3
41400,Agneau,Lamb,gigot,leg,grillé/poêlé,grilled/pan-fried,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agneau,Agribalyse,viandes cuites","Agribalyse,Lamb,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Poêle,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Poêle,52.2
41401,Agneau,Lamb,gigot,leg,rôti/cuit au four,roasted/baked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes cuites","Agneau,Agribalyse,viandes cuites","Agribalyse,Lamb,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,52.2
41402,Agneau,Lamb,selle,saddle,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agneau,Agribalyse,viandes crues","Agribalyse,Lamb,viandes crues",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,41.3
41403,Agneau,Lamb,selle,saddle,"partie maigre, grillée/poêlée",grilled/pan-fried,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Agneau,Agribalyse,viandes cuites","Agribalyse,Lamb,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Poêle,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Poêle,52.2
41404,Agneau,Lamb,selle,saddle,"partie maigre, rôtie/cuite au four","lean, roasted/baked","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes cuites","Agneau,Agribalyse,viandes cuites","Agribalyse,Lamb,viandes cuites",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,52.2
42030,Agneau système de production conventionnel,Lamb,intérieur,conventional,à la ferme/FR U,"indoor production system, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Ovins,"Agribalyse,Agneau système de production conventionnel","Agribalyse,Lamb",kgCO2e/kg de poids vif,kgCO2e/kg (live weight),Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,16.3
39596,Ail,Garlic,cru,fresh,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Herbes","Agribalyse,Ail,herbes","Agribalyse,Garlic,herbes",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.5,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.356
39595,Ail séché,Garlic,poudre,powder,,dried,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Herbes","Agribalyse,herbes,Ail séché","Agribalyse,Garlic,herbes",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,4.1,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,0.749
39787,Alcool pur,Pure alcohol,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées","Agribalyse,Alcool pur,boisson alcoolisées","Agribalyse,Pure alcohol,boisson alcoolisées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.3,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,1.12
42032,Algue production non optimisée,Seaweed non-optimized production,1 kg d'algues (Laminaria),1kg algae (Laminaria),poids frais/FR U,fresh weight/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Autres produits végétaux,"Agribalyse,Algue production non optimisée","Agribalyse,Seaweed non-optimized production",kgCO2e/kg de poids vif,kgCO2e/kg (live weight),Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.847
42033,Algue production optimisée,Optimized seaweed production,1 kg d'algues (Laminaria),1kg algae (Laminaria),poids frais/FR U,fresh weight/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Autres produits végétaux,"Agribalyse,Algue production optimisée","Agribalyse,Optimized seaweed production",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.101
39934,Aligot (purée de pomme de terre à la tomme fraîche),Mashed potatoes w fresh tome cheese,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,Aligot (purée de pomme de terre à la tomme fraîche),plats composés","Agribalyse,Mashed potatoes w fresh tome cheese,plats composés",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,3.05
40232,Amande (avec peau),Almond,,(with peel),,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits à coque et graines oléagineuses","Agribalyse,fruits à coque et graines oléagineuses,Amande (avec peau)","Agribalyse,Almond,fruits à coque et graines oléagineuses",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.2,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,2.7
40233,Amande,Almond,grillée,grilled,salée,salted,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits à coque et graines oléagineuses","Agribalyse,Amande,fruits à coque et graines oléagineuses","Agribalyse,Almond,fruits à coque et graines oléagineuses",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.7,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,2.7
40234,Amande,Almond,mondée,peeled,émondée ou blanchie,unpeeled or blanched,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits à coque et graines oléagineuses","Agribalyse,Amande,fruits à coque et graines oléagineuses","Agribalyse,Almond,fruits à coque et graines oléagineuses",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.7,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,2.7
40956,Amarante,Amaranth,crue,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Pâtes, riz et céréales","Agribalyse,pâtes,Amarante,riz et céréales","Agribalyse,pâtes,Amaranth,riz et céréales",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.6,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.16
40957,Amidon de maïs ou fécule de maïs,Maize/corn starch,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Farines et pâtes à tarte","Agribalyse,Amidon de maïs ou fécule de maïs,farines et pâtes à tarte","Agribalyse,Maize/corn starch,farines et pâtes à tarte",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.2,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,1.08
42034,Ananas,Pineapple,la production mixte,mixed production,"moyenne île de la Réunion, sur le site de production/RE U","Reunion Island average, at production site/RE U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Ananas,Agribalyse","Agribalyse,Pineapple",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.868
40239,Ananas,Pineapple,pulpe,pulp,cru,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Ananas,Agribalyse,fruits","Agribalyse,fruits,Pineapple",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,1.3
40235,Ananas au sirop et jus d'ananas,Pineapple,appertisé,in pineapple juice and syrup,égoutté,"canned, drained","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Ananas au sirop et jus d'ananas","Agribalyse,fruits,Pineapple",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.9,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,1.43
40236,Ananas au sirop et jus d'ananas,Pineapple,appertisé,in pineapple juice and syrup,non égoutté,"canned, not drained","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Ananas au sirop et jus d'ananas","Agribalyse,fruits,Pineapple",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.9,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,0.866
40237,Ananas au sirop léger,Pineapple,appertisé,in light syrup,égoutté,"canned, drained","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Ananas au sirop léger","Agribalyse,fruits,Pineapple",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.9,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,1.44
40238,Ananas au sirop léger,Pineapple,appertisé,in light syrup,non égoutté,"canned, not drained","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Ananas au sirop léger","Agribalyse,fruits,Pineapple",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.9,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,0.866
41408,Anchois,Anchovy,filets à l'huile,fillets,"semi-conserve, égoutté","in oil, semi-preserved, drained","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer","Agribalyse,Anchois,produits à base de poissons et produits de la mer","Agribalyse,Anchovy,produits à base de poissons et produits de la mer",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.6,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,1.77
41409,Anchois,Anchovy,filets roulés aux câpres,fillets,"semi-conserve, égoutté","rolled with capers, semi-preserved, drained","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer","Agribalyse,Anchois,produits à base de poissons et produits de la mer","Agribalyse,Anchovy,produits à base de poissons et produits de la mer",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.1,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,1.77
41405,Anchois au sel (anchoité,Anchovy,semi-conserve),in salt (semi-preserved),,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer","Agribalyse,Anchois au sel (anchoité,produits à base de poissons et produits de la mer","Agribalyse,Anchovy,produits à base de poissons et produits de la mer",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.8,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,2.15
41406,Anchois commun,Common anchovy,cru,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus","Agribalyse,Anchois commun,poissons crus","Agribalyse,Common anchovy,poissons crus",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.1,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,2.15
